School Name,State Name [Public School] Latest available year,Full-Time Equivalent (FTE) Teachers [Public School] 2012-13,Full-Time Equivalent (FTE) Teachers [Public School] 2011-12,Full-Time Equivalent (FTE) Teachers [Public School] 2010-11,Pupil/Teacher Ratio [Public School] 2012-13,Pupil/Teacher Ratio [Public School] 2011-12,Pupil/Teacher Ratio [Public School] 2010-11,School ID - NCES Assigned [Public School] Latest available year
JOSEPH H. WARDLAW ELEMENTARY,California,32,31.4,–,26.72,28.92,–,064074010331
JOSEPH KERR MIDDLE,California,39.83,43.13,–,22.5,21.63,–,061233001402
JOSEPH LE CONTE MIDDLE,California,51.83,55.52,–,18.02,16.52,–,062271003129
JOSEPH M. SIMAS,California,33,33,–,24.39,22.67,–,061647010816
JOSEPH POMEROY WIDNEY HIGH,California,19.83,18.05,–,10.14,11.25,–,062271003110
JOSEPH R. PERRY ELEMENTARY,California,21,19,–,22.76,25.58,–,061803002222
JOSEPH SIMS ELEMENTARY,California,42,46,–,26.6,25.54,–,061233008276
JOSEPH WELLER ELEMENTARY,California,18.75,18,–,23.36,24.5,–,062450003676
JOSEPH WIDMER JR. ELEMENTARY,California,32.6,33.1,–,27.85,27.7,–,062361010390
JOSEPHINE CHRYSLER ELEMENTARY,California,20.15,19.14,–,27.79,28.27,–,063795006393
JOSHUA CHADBOURNE ELEMENTARY,California,30.03,30.03,–,25.84,25.64,–,061440001661
JOSHUA CIRCLE ELEMENTARY,California,27.5,28,–,29.53,29.57,–,060001409074
JOSHUA COWELL ELEMENTARY,California,20.2,22.5,–,28.56,27.29,–,062361004004
JOSHUA ELEMENTARY,California,23.91,25.5,–,28.06,27.14,–,062088002507
JOSHUA HILLS ELEMENTARY,California,35,36.01,–,27.51,28.96,–,062958009172
JOSHUA TREE ELEMENTARY,California,15.4,16.45,–,20.26,21.03,–,062586003885
JOURNEY,California,14,13,–,23.79,21,–,060744008542
JOYNER ELEMENTARY,California,36.05,33.6,–,19.28,19.26,–,063432012000
JUAN BAUTISTA DE ANZA,California,5.3,6.05,–,13.02,10.91,–,060570012330
JUAN CABRILLO ELEMENTARY,California,10.1,11,–,24.75,23.27,–,063570010248
JUAN CABRILLO ELEMENTARY,California,19.6,21.2,–,25.41,23.11,–,064299006992
JUAN CABRILLO MIDDLE,California,38.2,39.7,–,21.52,20.28,–,063543001599
JUAN DE ANZA ELEMENTARY,California,25.86,26,–,26.64,26.19,–,064299006990
JUAN LAGUNAS SORIA ELEMENTARY,California,38,32.2,–,28.32,29.01,–,062922012389
JUANA BRIONES ELEMENTARY,California,20.01,21.32,–,19.54,19.51,–,062961004591
JUANAMARIA ELEMENTARY,California,20.1,20.01,–,22.24,24.14,–,064098006754
JUANITA BLAKELY JONES ELEMENTARY,California,18.5,18,–,27.14,29.33,–,063417011741
JUAREZ (BENITO) ELEMENTARY,California,18,14,–,18.72,26.14,–,060162000018
JUAREZ (BENITO) ELEMENTARY,California,28.15,27.65,–,26.39,26.65,–,060261000155
JUAREZ ELEMENTARY,California,11,12.5,–,19.09,18.88,–,063432005490
JUAREZ-LINCOLN ELEMENTARY,California,28,29.5,–,21.57,20.37,–,060861000863
JUDITH F. BACA ARTS ACADEMY,California,26,26,–,24.5,25.08,–,062271012632
JUDKINS MIDDLE,California,23.2,23.2,–,23.92,23.06,–,062308003522
JUDSON & BROWN ELEMENTARY,California,23.07,23.07,–,24.97,23.71,–,063207011740
JULIA B. MORRISON ELEMENTARY,California,25,23,–,29.92,28.17,–,062769004177
JULIA C. LATHROP INTERMEDIATE,California,52.07,54.55,–,22.45,21.67,–,063531005992
JULIA MORGAN ELEMENTARY,California,23.5,24.33,–,24.43,24.7,–,062223010652
JULIAN CHARTER,California,112.3,106,–,21.49,20.31,–,061914008596
JULIAN ELEMENTARY,California,11.65,13.51,–,20.94,18.8,–,061914002306
JULIAN HIGH,California,9.76,10.3,–,17.11,16.41,–,061911002305
JULIAN JUNIOR HIGH,California,3.1,3.5,–,28.06,24.29,–,061914008859
JULIE KORENSTEIN ELEMENTARY,California,23,24,–,25.57,23.96,–,062271012724
JULIEN ELEMENTARY,California,35.5,37.5,–,22.85,21.87,–,060015811510
JULIEN HATHAWAY ELEMENTARY,California,28,28.5,–,20.64,19.75,–,061785002200
JULIET MORRIS ELEMENTARY,California,26.09,26.79,–,27.9,27.51,–,061044009129
JULIETTE LOW ELEMENTARY,California,26,28,–,27.62,25.43,–,062343007191
JULIUS CORSINI ELEMENTARY,California,19,19,–,25.21,26.42,–,062955007810
JUNCTION CITY ELEMENTARY,California,4.4,4.6,–,18.18,19.13,–,061917002307
JUNCTION ELEMENTARY,California,2,2,–,12,14.5,–,061923002309
JUNCTION ELEMENTARY,California,9.95,8.9,–,17.39,19.21,–,061920002308
JUNCTION ELEMENTARY,California,29,28.5,–,24.52,23.79,–,063360012329
JUNCTION INTERMEDIATE,California,4.25,4.2,–,25.65,24.29,–,061920007292
JUNCTION K-8,California,37.25,35.12,–,21.66,22.44,–,062211002622
JUNIPER,California,11,11.5,–,20.45,19.65,–,063204004927
JUNIPER ELEMENTARY,California,29,33,–,26.24,22.76,–,061288001458
JUNIPER ELEMENTARY,California,20,20,–,28.1,29.8,–,060001409075
JUNIPER ELEMENTARY,California,21.58,21.59,–,26.74,27.61,–,061392001591
JUNIPER INTERMEDIATE,California,35.09,39,–,21.89,22.54,–,062958008172
JUNIPER RIDGE ELEMENTARY,California,1,1,–,8,8,–,063183004912
JUNIPER RIDGE VIRTUAL ACADEMY CHARTER,California,2,2.9,–,22.5,18.97,–,063183012277
JUNIPERO SERRA ELEMENTARY,California,16,17,–,21.63,21.29,–,063753006345
JUNIPERO SERRA ELEMENTARY,California,23.55,22.41,–,23.74,23.78,–,064098006766
JUNIPERO SERRA HIGH,California,11.57,15.32,–,17.72,12.53,–,060744000703
JURUPA HILLS HIGH,California,88.11,72.42,–,22.18,21.84,–,061392012517
JURUPA MIDDLE,California,45.21,44.14,–,26.45,26.98,–,061926002312
JURUPA UNIFIED SCHOOL DISTRICT PRE-K SCHOOL READIN,California,–,†,†,–,†,†,061926013411
JURUPA VALLEY HIGH,California,72.81,76.83,–,22.73,24.39,–,061926009556
JURUPA VISTA ELEMENTARY,California,27.5,27.5,–,22.91,23.31,–,060939009767
JUSTICE STREET ACADEMY CHARTER,California,16.5,17,–,25.15,23,–,062271003111
JUSTIN ELEMENTARY,California,12,12,–,24.67,27.83,–,063684006257
JUVENILE HALL (ENDEAVOR/VOYAGER SECONDARY),California,3,3,–,17.33,13.33,–,069101708131
JUVENILE HALL-NIELSON,California,†,†,–,†,†,–,069100407377
JUVENILE HALL/COMMUNITY,California,2.42,1,–,11.16,24,–,069109003303
K. I. JONES ELEMENTARY,California,26,26.6,–,30.19,30.41,–,061336001523
KAISER ELEMENTARY,California,11,11,–,24.64,25,–,062805004273
KAMALA ELEMENTARY,California,35,33.5,–,29.03,30.66,–,062922004508
KAPLAN ACADEMY OF SOUTHERN CALIFORNIA,California,†,†,–,†,†,–,062316012320
KARL F. CLEMENS ELEMENTARY,California,21.5,23,–,28.51,26.83,–,064140006845
KASHIA ELEMENTARY,California,1,–,–,11,–,–,063234004985
KASTNER INTERMEDIATE,California,41.35,44.72,–,27.04,24.58,–,060903008810
KATELLA HIGH,California,96.21,97.22,–,27.92,28.45,–,060263000176
KATHERINE EDWARDS MIDDLE,California,35.19,36.12,–,17.79,24.67,–,064245006937
KATHERINE ELEMENTARY,California,16,18,–,27.44,26,–,063684006258
KATHERINE FINCHY ELEMENTARY,California,23,22,–,28.26,29.59,–,062955004567
KATHERINE L. ALBIANI MIDDLE,California,58.62,56.77,–,23.46,23.82,–,061233011066
KATHERINE R. SMITH ELEMENTARY,California,27,29.65,–,25.59,23,–,061314001496
KATHRYN HUGHES ELEMENTARY,California,17.5,18,–,28.51,26.22,–,063543006041
KATHY BINKS ELEMENTARY,California,19.51,19.5,–,28.45,27.23,–,061392011962
KATIE HOHSTADT ELEMENTARY,California,†,†,–,†,†,–,062676004053
KAVOD ELEMENTARY CHARTER,California,–,†,†,–,†,†,063432013201
KAWANA ELEMENTARY,California,19.35,19.8,–,23,21.11,–,060438000394
KAWEAH HIGH,California,–,–,–,–,–,–,061323001505
KC KIDS PRE-SCHOOL,California,–,†,†,–,†,†,061970013511
KEARNY CONSTRUCTION TECH,California,21.04,21.52,–,17.11,18.96,–,063432011148
KEARNY DIGITAL MEDIA & DESIGN,California,18.37,24.66,–,24.12,18.53,–,063432011145
KEARNY INTERNATIONAL BUSINESS,California,18.68,19.17,–,23.18,24.1,–,063432011147
KEARNY SCT,California,21.08,20.09,–,17.74,21.06,–,063432011146
KEEGAN ACADEMY,California,5.2,4.3,–,15.96,19.77,–,060002812568
KEILLER LEADERSHIP ACADEMY,California,25.5,20,–,19.14,19.9,–,063432005492
KEITH B. BRIGHT HIGH (JUVENILE HALL),California,1,1,–,8,6,–,060140904490
KEITH MCCARTHY ACADEMY,California,1,1,–,190,181,–,060002712094
KELLER ELEMENTARY,California,†,16.5,–,–,21.94,–,062250002729
KELLEY ELEMENTARY,California,25.47,24.25,–,28.66,29.73,–,063237004993
KELLOGG (KARL H.) ELEMENTARY,California,19,18.5,–,17.21,18.92,–,060861000864
KELLOGG ELEMENTARY,California,18,17.5,–,20.67,21.03,–,061551001973
KELLOGG POLYTECHNIC ELEMENTARY,California,16.5,16,–,23.94,23.56,–,063132004847
KELLY ELEMENTARY,California,30.5,30,–,29.44,28.6,–,060962000984
KELLY ELEMENTARY,California,15.8,19,–,26.33,23.63,–,060750000711
KELSEYVILLE COMMUNITY DAY,California,1,0.25,–,9,20,–,061932010511
KELSEYVILLE ELEMENTARY,California,17.25,24,–,26.72,20.13,–,061932002324
KELSEYVILLE ELEMENTARY COMMUNITY DAY,California,–,–,–,–,–,–,061932012505
KELSEYVILLE HIGH,California,24.5,24.75,–,22.78,22.79,–,061932002325
KELSO (WILLIAM H.) ELEMENTARY,California,23.25,24,–,30.75,29.67,–,061839002255
KEMPTON STREET ELEMENTARY,California,23,25,–,31.43,30.08,–,062025002430
KENDALL ELEMENTARY,California,22,23,–,19.59,19.57,–,063417005363
KENILWORTH JUNIOR HIGH,California,39.55,41.9,–,22.71,22.03,–,063025004718
KENMORE ELEMENTARY,California,25,28,–,25.12,22.29,–,060369000332
KENNEDY (JOHN F.) ELEMENTARY,California,20,18.5,–,22.15,23.84,–,060162000019
KENNEDY ELEMENTARY,California,16.73,24.17,–,29.71,23.79,–,063801006420
KENNEDY ELEMENTARY,California,18.5,20,†,25.84,23.15,†,062187012815
KENNEDY GARDENS,California,24,22.7,–,25.29,26.34,–,060690000638
KENNEDY HIGH,California,38.3,52.66,–,21.33,16.77,–,063255005037
KENNEDY MIDDLE,California,18.67,18.95,–,20.78,20.53,–,061203001336
KENSINGTON ELEMENTARY,California,20,22,–,28.05,25.41,–,063255005038
KENTER CANYON ELEMENTARY,California,22,21.5,–,25.36,25.53,–,062271003113
KENTWOOD ELEMENTARY,California,17,17,–,22.06,22.29,–,062271003114
KENWOOD ELEMENTARY,California,11.9,11.77,–,13.7,12.74,–,061941002330
KEPLER NEIGHBORHOOD,California,–,†,†,–,†,†,061455013508
KEPPEL ACADEMY,California,12,12,–,29.5,28.58,–,061944002331
KERMAN HIGH,California,51.74,55.12,–,23.83,22.53,–,061949008866
KERMAN MIDDLE,California,29.54,28.07,–,24.58,26.29,–,061949008868
KERMAN-FLOYD ELEMENTARY,California,25.01,24.01,–,26.71,27.91,–,061949008867
KERMIT KING ELEMENTARY,California,15.6,17.41,–,30.19,28.66,–,060004810396
KERMIT MCKENZIE JUNIOR HIGH,California,17,17,–,21.18,21.12,–,061626002030
KERN AVENUE ELEMENTARY,California,51,52,–,21.57,21.33,–,062423003646
KERN COUNTY COMMUNITY,California,73.6,87.75,–,19.13,16.59,–,069101207502
KERN COUNTY JUVENILE COURT,California,25,25.6,–,15.28,12.58,–,069101209226
KERN COUNTY ROP,California,–,–,–,–,–,–,060007510813
KERN COUNTY SPECIAL EDUCATION,California,75.2,84.2,–,7.23,6.48,–,069101207112
KERN HIGH ROC,California,–,–,–,–,–,–,060007610814
KERN VALLEY HIGH,California,23.69,25.52,–,20.09,20.81,–,061954002347
KERN WORKFORCE 2000 ACADEMY,California,15.45,40.09,–,22.72,10.63,–,061954004529
KERNVILLE ELEMENTARY,California,4,4,–,22.75,23.25,–,061959002357
KESTER AVENUE ELEMENTARY,California,37,37.5,–,25.3,25.52,–,062271003115
KETTERING ELEMENTARY,California,14.5,15.5,–,24.9,22.77,–,062250002730
KETTLEMAN CITY ELEMENTARY,California,13.5,15,–,21.56,20.6,–,063227007336
KEY (FRANCIS SCOTT),California,–,†,†,–,†,†,060261013347
KEY (FRANCIS SCOTT) ELEMENTARY,California,26.9,29.6,–,20,18.04,–,063441005609
KEYES ELEMENTARY,California,20.5,21,–,27.37,24.71,–,061962002359
KEYES TO LEARNING CHARTER,California,12.7,9.84,–,25.83,35.26,–,061962006745
KID STREET LEARNING CENTER CHARTER,California,3,3,–,18,17,–,063581008401
KILLIAN ELEMENTARY,California,26.6,27,–,23.61,24.41,–,063375005205
KILLYBROOKE ELEMENTARY,California,21,21,–,19.67,18.76,–,062724004117
KILPATRICK VERNON CAMP,California,8,8.5,–,13.5,10,–,069107812802
KIMBALL,California,20,20,–,18.85,19.45,–,062667004045
KIMBALL ELEMENTARY,California,17,18.3,–,30.18,28.25,–,060285000212
KIMBARK ELEMENTARY,California,17,18,–,31.18,27.67,–,063417005364
KIMBERLY ELEMENTARY,California,23.56,24.47,–,24.66,22.35,–,063207004937
KIMBROUGH ELEMENTARY,California,29,29.66,–,16.41,17.67,–,063432007317
KING (MARTIN LUTHER) HIGH (CONTINUATION),California,5.8,5.8,–,9.14,9.48,–,061062001179
KING (STARR) ELEMENTARY,California,21.06,22.25,–,17.05,16.13,–,063441005671
KING AVENUE ELEMENTARY,California,17.8,21.6,–,19.49,18.01,–,064347007034
KING CITY ARTS MAGNET,California,15.9,11,–,18.49,23.91,–,061968010969
KING CITY HIGH,California,34.85,35.78,–,27.03,24.85,–,061965002360
KING ELEMENTARY,California,29.95,37.16,–,31.39,26.4,–,063801006421
KING ELEMENTARY,California,20,21,–,25.25,22.14,–,063255005040
KING ELEMENTARY,California,23,21.5,–,19.26,20.14,–,061455001743
KING ELEMENTARY,California,27,29,–,29.96,28.28,–,062250002731
KING JR. (MARTIN LUTHER) ACADEMIC MIDDLE,California,25.7,29.95,–,20.43,17.26,–,063441005655
KING-CHAVEZ ACADEMY OF EXCELLENCE,California,13.65,15,–,23,20.67,–,063432010381
KING-CHAVEZ ARTS ACADEMY,California,9,11,–,19.67,15.55,–,063432011390
KING-CHAVEZ ATHLETICS ACADEMY,California,7,10,–,24.71,16.5,–,063432011391
KING-CHAVEZ COMMUNITY HIGH,California,28.83,27.55,–,19.53,16.91,–,063432012195
KING-CHAVEZ PREPARATORY ACADEMY,California,15.01,14.55,–,23.98,24.47,–,063432011767
KING-CHAVEZ PRIMARY ACADEMY,California,20,22,–,17.9,16.27,–,063432005556
KING/DREW MEDICAL MAGNET HIGH,California,61.5,65.52,–,26.78,24.92,–,062271009150
KINGS BEACH ELEMENTARY,California,13.5,11,–,26.3,24,–,063877006513
KINGS CANYON CONTINUATION,California,8,8,–,14.25,15.13,–,061970002369
KINGS CANYON MIDDLE,California,48.72,48.67,–,18.92,18.47,–,061455001744
KINGS CANYON UNIFIED SCHOOL DISTRICT WIDE PRESCHOO,California,–,†,†,–,†,†,061970013620
KINGS COUNTY COMMUNITY,California,7,7,–,16.57,16.43,–,069101310509
KINGS COUNTY ROP,California,–,–,–,–,–,–,060007710817
KINGS COUNTY SELPA PRESCHOOL,California,–,†,†,–,†,†,069101313429
KINGS COUNTY SPECIAL EDUCATION,California,30.01,30.25,–,8.53,6.55,–,069101309228
KINGS LAKE EDUCATION CENTER,California,1,1,–,47,43,–,060969011284
KINGS MOUNTAIN ELEMENTARY,California,3,3,–,25,26,–,060678000600
KINGS RIVER ELEMENTARY,California,19.6,18,–,23.01,26.44,–,061974002378
KINGS RIVER HIGH (CONTINUATION),California,4.4,4.4,–,15.45,15.68,–,063525005974
KINGS RIVER-HARDWICK ELEMENTARY,California,33,33,–,22.55,21.76,–,061977002379
KINGSBURG COMMUNITY CHARTER EXTENSION,California,6,6,–,28.17,28.17,–,061980007085
KINGSBURG HIGH,California,45.16,45.32,–,24.31,23.65,–,061983002383
KINGSBURG INDEPENDENT STUDY HIGH,California,1.5,2.2,†,31.33,17.27,†,061983012859
KINGSBURY ELEMENTARY,California,18.56,20.56,–,23.55,23.98,–,063207004938
KINGSLEY ELEMENTARY,California,34.1,30,–,24.31,26.97,–,062847004401
KINGSLEY ELEMENTARY,California,22,22.5,–,23.32,24.53,–,062271010885
KINGSLEY ELEMENTARY,California,28.5,28,–,24.21,21.89,–,063132004848
KINGSTON ELEMENTARY,California,23,24,–,29.04,29.88,–,060001409079
KINGSWOOD ELEMENTARY,California,21.33,25.5,–,29.54,24.63,–,063462005788
KINNEY HIGH (CONTINUATION),California,9.4,9.8,–,18.51,17.96,–,061389001573
KINOSHITA ELEMENTARY,California,25.57,27.9,–,26.2,23.12,–,060744008540
KIPP ACADEMY OF OPPORTUNITY,California,16.7,7.5,–,23.05,–,–,062271011308
KIPP ADELANTE PREPARATORY ACADEMY,California,13,16,–,27.46,22.69,–,063432011263
KIPP BAYVIEW ACADEMY,California,15,15,–,17.27,17.07,–,063441011256
KIPP BRIDGE CHARTER,California,12,13.15,–,27.25,19.85,–,062805011935
KIPP COMIENZA COMMUNITY PREP,California,13.5,–,–,23.85,–,–,062271012705
KIPP EMPOWER ACADEMY,California,9,6,–,36.67,38.83,–,062271012717
KIPP HEARTWOOD ACADEMY,California,13,13,–,31.15,30.77,–,060231011444
KIPP ILUMINAR ACADEMY,California,–,†,†,–,†,†,062271013657
KIPP KING COLLEGIATE HIGH,California,19.3,22.05,–,24.51,20.45,–,063471011893
KIPP LOS ANGELES COLLEGE PREPARATORY,California,19.5,15.5,–,23.85,28.52,–,062271011324
KIPP PHILOSOPHERS ACADEMY,California,2,†,†,43,†,†,062271013002
KIPP RAICES ACADEMY,California,25,19,–,20.6,22.47,–,062271012292
KIPP SAN FRANCISCO BAY ACADEMY,California,16.75,17,–,20.78,20.47,–,063441011255
KIPP SAN FRANCISCO COLLEGE PREPARATORY,California,–,†,†,–,†,†,063441013410
KIPP SAN JOSE COLLEGIATE,California,20.61,21,–,19.84,16.9,–,061182012236
KIPP SCHOLAR ACADEMY,California,5,†,†,18.2,†,†,062271013004
KIPP SOL ACADEMY,California,–,†,†,–,†,†,062271013005
KIPP SUMMIT ACADEMY,California,18.36,19.72,–,21.51,20.13,–,063471011159
KIRBY DOROTHY CAMP,California,9,10.5,–,6.78,4.48,–,069107812777
KIRK ELEMENTARY,California,10,11,–,29.7,26.64,–,061455001745
KIRKWOOD ELEMENTARY,California,5,4,–,19.4,21.75,–,061986002385
KIT CARSON ELEMENTARY,California,18,20.5,–,22.5,19.71,–,061989002386
KIT CARSON ELEMENTARY,California,15.5,16,–,23.35,23,–,062121012490
KIT CARSON MIDDLE,California,17,12.1,–,20.71,30.33,–,063384005262
KITTRIDGE STREET ELEMENTARY,California,33,34,–,23.73,23.5,–,062271003118
KITTY HAWK,California,3.2,2.2,–,5.63,6.36,–,061389008574
KLAMATH RIVER EARLY COLLEGE OF THE REDWOODS,California,5,2.5,–,23.2,11.6,–,069106311577
KLAMATH RIVER ELEMENTARY,California,1,1,–,16,13,–,061992002387
KNEELAND ELEMENTARY,California,2.48,3.18,–,12.9,9.43,–,061998002395
KNIGHTS FERRY ELEMENTARY,California,5,6,–,17.8,19.5,–,062001002396
KNIGHTSEN ELEMENTARY,California,20.65,20.5,–,22.86,23.07,–,062004002397
KNOB HILL ELEMENTARY,California,29,30,–,29.21,27.97,–,063488009439
KNOLLS ELEMENTARY,California,15,16,–,25.73,26.88,–,063684006259
KNOLLWOOD PREPARATORY ACADEMY,California,20,15,–,21.25,26,–,062271003119
KNOWLEDGE ENLIGHTENS YOU (KEY) ACADEMY,California,–,†,†,–,†,†,061674013351
KNOX ELEMENTARY,California,†,†,–,†,†,–,063432005494
KNOX MIDDLE,California,27,22,†,18.37,18,†,063432012892
KOHL OPEN ELEMENTARY,California,9.2,9.33,–,25.43,23.26,–,063801006417
KOHLER ELEMENTARY,California,17,18.6,–,28.82,25.75,–,060133205100
KOLB MIDDLE,California,48.52,55.9,–,20.47,18.14,–,063237004994
KONOCTI PRESCHOOL,California,–,†,†,–,†,†,062007013500
KORNBLUM,California,26.5,32.5,–,26.64,22.77,–,061668008503
KRAEMER MIDDLE,California,34.63,35.51,–,26.91,25.6,–,063066004765
KRATT ELEMENTARY,California,20,19,–,26.6,27.53,–,061455001746
KRYSTAL SCHOOL OF SCIENCE MATH & TECHNOLOGY,California,26.5,22.5,–,30.68,32.31,–,060001412415
KUMEYAAY ELEMENTARY,California,24.6,23.4,–,21.95,21.03,–,063432003952
KUNST (TOMMIE) JUNIOR HIGH,California,38.95,36.75,–,21.26,22.72,–,060558011436
KWIS ELEMENTARY,California,16,15.6,–,21.63,22.44,–,061632502048
KYNOCH ELEMENTARY,California,26.6,27.6,–,23.91,23.44,–,062409003637
L. P. COLLINS ELEMENTARY,California,28.75,28.38,–,25.81,26.29,–,061029008815
L. R. GREEN ELEMENTARY,California,29.8,30.81,–,22.18,23.04,–,061288009538
L.A. COUNTY HIGH SCHOOL FOR THE ARTS,California,96.8,89.9,–,6.52,6.84,–,069107809663
LA BALLONA ELEMENTARY,California,24,23,–,23.17,23.22,–,061026001121
LA CANADA ELEMENTARY,California,26.01,26.01,–,24.34,23.34,–,062013002407
LA CANADA ELEMENTARY,California,32.22,32.4,–,21.1,20.59,–,062241002682
LA CANADA HIGH,California,89.36,85.93,–,24.02,24.64,–,062013002408
LA COLIMA ELEMENTARY,California,25.07,27,–,22.46,21.33,–,061185001316
LA COLINA JUNIOR HIGH,California,†,†,–,†,†,–,063537006022
LA COLINA JUNIOR HIGH,California,36.15,35.8,†,23.4,23.13,†,060141406022
LA CONTENTA MIDDLE,California,32.55,37.13,–,23.63,20.17,–,062586009163
LA COSTA CANYON HIGH,California,79.95,84.6,–,26.68,27.13,–,063438006516
LA COSTA HEIGHTS ELEMENTARY,California,28.1,31.2,–,23.77,21.54,–,061275008830
LA COSTA MEADOWS ELEMENTARY,California,34,35.5,–,27.97,25.07,–,063488008974
LA CRESCENTA ELEMENTARY,California,19.75,19,–,26.78,25.63,–,061524001936
LA CUESTA CONTINUATION HIGH,California,†,†,–,†,†,–,063537006023
LA CUESTA CONTINUATION HIGH,California,7.02,6.62,†,18.8,18.88,†,060141406023
LA CUMBRE JUNIOR HIGH,California,24.4,25.4,†,21.8,21.81,†,060141406024
LA CUMBRE JUNIOR HIGH,California,†,†,–,†,†,–,063537006024
